,CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,SEHHP,CAND_IND_1,CAND_IND_2,C_PT_MOR,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,TIEMPO_PROCESAMIENTO,TIEMPO_PROCESAMIENTO_MINUTOS
10,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,-,-,,-,-,-,-,,-,-,,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
11,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,-,-,-,,-,-,-,-,-,-,,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
12,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,,-,,-,-,-,-,-,-,,,,,-,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
13,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,-,,,,,-,,,,,-,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
14,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,-,-,,-,-,-,-,,-,,,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
15,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,-,,,,-,-,,,-,,-,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
16,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,,-,-,-,-,-,,-,,,,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
17,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,-,-,,-,,-,,-,-,-,,,,-,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
18,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,,,-,,,-,-,,-,,-,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
19,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,-,,,,-,-,-,,-,,-,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
20,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,,,-,,-,-,-,,-,,-,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
21,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,-,,,,-,-,-,,,-,-,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
22,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,-,,,,-,-,-,,,-,-,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
23,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,,,,-,-,-,-,,-,,,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
24,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,,-,-,,,-,-,,,,-,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
25,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,,,-,-,,-,-,-,-,,,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
26,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,,-,-,-,-,-,-,-,-,,,,,-,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
27,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,,-,,,,-,,,,,-,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
28,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,,-,,,,-,-,,,,-,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
29,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,,,-,-,-,-,-,-,-,-,,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
30,'210000A0000,'210000A00004,'21,PUEBLA,'N/A,,'N/A,'00,A,'00,1,4,,-,,-,-,,,-,-,-,,-,-,,,,,,-,-,-,0.0,1000.0,,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
31,'210423B0100,'210423B01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0423,'01,B,'00,2,4,sin_dato,743,sin_dato,sin_dato,,79,,,19,102,41,35,46,,,,,,8,1,sin_dato,331.0,743.0,763.0, - ,1,F,1bc8083e3d0dee0e55f659edbc9bd8bbbb7965c5b446c379579bf567539f1185,2024-05-12 13:00:27,2024-05-12 13:15:18,2024-05-12 13:16:38,CATD,ESCANER,ACTA PREP,0 days 00:14:51,14.85
32,'210423C0100,'210423C01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0423,'01,C,'00,2,4,sin_dato,742,sin_dato,sin_dato,,17,,,118,67,59,40,103,,,,,,7,4,sin_dato,415.0,742.0,762.0, - ,1,F,0b8e98e076e34e0fc84ac3612ed2c73aec780cc521d8393c1830b5376a53c71e,2024-05-12 12:37:10,2024-05-12 12:54:28,2024-05-12 13:01:13,CATD,ESCANER,ACTA PREP,0 days 00:17:18,17.3
33,'210423C0200,'210423C02004,'21,PUEBLA,'050,CHICONCUAUTLA,'0423,'02,C,'00,2,4,sin_dato,742,sin_dato,sin_dato,,86,,,111,115,61,102,66,,,,,,4,1,sin_dato,546.0,742.0,762.0, - ,1,F,21b6bd1405bb64124f669b507ce284b659ebb5707c426be19b8e358f32154029,2024-05-12 12:39:35,2024-05-12 12:56:17,2024-05-12 12:57:14,CATD,ESCANER,ACTA PREP,0 days 00:16:42,16.7
34,'210423C0300,'210423C03004,'21,PUEBLA,'050,CHICONCUAUTLA,'0423,'03,C,'00,2,4,sin_dato,742,sin_dato,sin_dato,,28,,,95,95,114,20,14,,,,,,12,4,sin_dato,382.0,742.0,762.0, - ,1,F,4908249a3f90d7638e32c304ff89ae8793b5edf3d186fd3e65bef92c5fa01478,2024-05-12 12:41:20,2024-05-12 12:58:03,2024-05-12 12:58:55,CATD,ESCANER,ACTA PREP,0 days 00:16:43,16.72
35,'210424B0100,'210424B01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0424,'01,B,'00,2,4,sin_dato,549,sin_dato,sin_dato,,28,,,51,56,94,18,80,,,,,,7,4,sin_dato,338.0,549.0,569.0, - ,1,F,39810c34437beaeb6e17b0cadd27c9cce439af45be97f2f4d8d152370c5bda77,2024-05-12 12:44:35,2024-05-12 13:01:43,2024-05-12 13:02:36,CATD,ESCANER,ACTA PREP,0 days 00:17:08,17.13
36,'210424C0100,'210424C01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0424,'01,C,'00,2,4,sin_dato,548,sin_dato,sin_dato,,63,,,16,40,46,76,86,,,,,,2,3,sin_dato,332.0,548.0,568.0, - ,1,F,93ae4d7b0bb50fa3dddfaf90305b4b6dc8b64483e66a786eb6c0aa5afa605267,2024-05-12 12:47:02,2024-05-12 13:03:52,2024-05-12 13:04:22,CATD,ESCANER,ACTA PREP,0 days 00:16:50,16.83
37,'210424C0200,'210424C02004,'21,PUEBLA,'050,CHICONCUAUTLA,'0424,'02,C,'00,2,4,sin_dato,548,sin_dato,sin_dato,,96,,,40,11,38,34,22,,,,,,6,3,sin_dato,250.0,548.0,568.0, - ,1,F,e609a02f14641d048c7f675c0a225dc1a7d21ce5555bef8b940501c60b10152b,2024-05-12 12:48:49,2024-05-12 13:06:04,2024-05-12 13:06:56,CATD,ESCANER,ACTA PREP,0 days 00:17:15,17.25
38,'210424E0100,'210424E01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0424,'01,E,'00,2,4,sin_dato,384,sin_dato,sin_dato,,27,,,51,33,18,18,69,,,,,,3,2,sin_dato,221.0,384.0,404.0, - ,1,F,a52cfc4a8fbbdeba33559baf4858875980805f996fba9bc7b26a967dd95e564f,2024-05-12 12:51:36,2024-05-12 13:07:54,2024-05-12 13:08:20,CATD,ESCANER,ACTA PREP,0 days 00:16:18,16.3
39,'210424E0101,'210424E01014,'21,PUEBLA,'050,CHICONCUAUTLA,'0424,'01,E,'01,2,4,sin_dato,384,sin_dato,sin_dato,,sin_dato,,,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,,,,,,sin_dato,sin_dato,sin_dato,0.0,384.0,404.0,TODOS ILEGIBLES O SIN DATO,0,F,a65442358261d0dec65f7e89ccaac5d6fc9306b34cf5e0c56ff7988ba5565c8a,2024-05-12 12:53:17,2024-05-12 13:10:25,2024-05-12 13:25:36,CATD,ESCANER,ACTA PREP,0 days 00:17:08,17.13
40,'210425B0100,'210425B01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0425,'01,B,'00,2,4,sin_dato,398,sin_dato,sin_dato,,26,,,61,23,71,46,37,,,,,,3,2,sin_dato,269.0,398.0,418.0, - ,1,F,ff7c3977accb636045abed2b7484149c5d0a8b7716d95fb780babfec9ee04e0d,2024-05-12 12:56:36,2024-05-12 13:17:13,2024-05-12 13:19:44,CATD,ESCANER,ACTA PREP,0 days 00:20:37,20.62
41,'210425C0100,'210425C01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0425,'01,C,'00,2,4,sin_dato,398,sin_dato,sin_dato,,19,,,48,19,22,18,48,,,,,,2,2,sin_dato,178.0,398.0,418.0, - ,1,F,85a006b1ada4c7c499f03fa8efab37ae5dfd0454ae45df45a8fcef816eecaadd,2024-05-12 12:59:22,2024-05-12 13:14:30,2024-05-12 13:15:30,CATD,ESCANER,ACTA PREP,0 days 00:15:08,15.13
42,'210426B0100,'210426B01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0426,'01,B,'00,2,4,sin_dato,732,sin_dato,sin_dato,,20,,,109,13,50,129,84,,,,,,2,4,sin_dato,411.0,732.0,752.0, - ,1,F,853bf500cba31af30db488c521674959b248f1bcff96a6e376476ca31774881a,2024-05-12 13:02:04,2024-05-12 13:18:01,2024-05-12 13:19:30,CATD,ESCANER,ACTA PREP,0 days 00:15:57,15.95
43,'210426C0100,'210426C01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0426,'01,C,'00,2,4,sin_dato,731,sin_dato,sin_dato,,117,,,56,71,28,56,96,,,,,,5,2,sin_dato,431.0,731.0,751.0, - ,1,F,0e67a58b4523a9fa132c421a66280db0fc188fdde925897f9e0ec314ea8dde81,2024-05-12 13:05:07,2024-05-12 13:23:06,2024-05-12 13:24:08,CATD,ESCANER,ACTA PREP,0 days 00:17:59,17.98
44,'210427B0100,'210427B01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0427,'01,B,'00,2,4,sin_dato,544,sin_dato,sin_dato,,21,,,20,68,29,64,96,,,,,,2,3,sin_dato,303.0,544.0,564.0, - ,1,F,78a07c3511be3b63dbeba3f3a177a31e74e951687b6263e88fbd08a8376fe8b2,2024-05-12 13:07:03,2024-05-12 13:31:28,2024-05-12 13:37:51,CATD,ESCANER,ACTA PREP,0 days 00:24:25,24.42
45,'210427C0100,'210427C01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0427,'01,C,'00,2,4,sin_dato,544,sin_dato,sin_dato,,54,,,44,44,90,62,15,,,,,,9,4,sin_dato,322.0,544.0,564.0, - ,1,F,cacc293b570eb8ac7f462c75e521c725f240f351a1299a5d010471d84d5e8e96,2024-05-12 13:08:56,2024-05-12 13:28:06,2024-05-12 13:28:42,CATD,ESCANER,ACTA PREP,0 days 00:19:10,19.17
46,'210427E0100,'210427E01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0427,'01,E,'00,2,4,sin_dato,487,sin_dato,sin_dato,,47,,,39,38,63,44,53,,,,,,4,1,sin_dato,289.0,487.0,507.0, - ,1,F,d99c128dfb39e48a3884195a42f092fd44629379a88a3d6ad5d9d8186ab726cc,2024-05-12 13:11:26,2024-05-12 13:30:04,2024-05-12 13:31:37,CATD,ESCANER,ACTA PREP,0 days 00:18:38,18.63
47,'210428B0100,'210428B01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0428,'01,B,'00,2,4,sin_dato,656,sin_dato,sin_dato,,103,,,5,29,22,81,27,,,,,,5,3,sin_dato,275.0,656.0,676.0, - ,1,F,89e984b61f6c26d8bbbff51698322a7d0d0d35e5b1430ef43527c71406c66aa7,2024-05-12 13:14:26,2024-05-12 13:33:48,2024-05-12 13:35:00,CATD,ESCANER,ACTA PREP,0 days 00:19:22,19.37
48,'210428C0100,'210428C01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0428,'01,C,'00,2,4,sin_dato,655,sin_dato,sin_dato,,38,,,100,30,16,108,74,,,,,,9,4,sin_dato,379.0,655.0,675.0, - ,1,F,b5668346bb1bffc451dee563cc57e3a886392fd0078d20b8b89130fecc0a2bfc,2024-05-12 13:16:25,2024-05-12 13:35:40,2024-05-12 13:53:59,CATD,ESCANER,ACTA PREP,0 days 00:19:15,19.25
49,'210428E0100,'210428E01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0428,'01,E,'00,2,4,sin_dato,630,sin_dato,sin_dato,,99,,,86,55,42,31,15,,,,,,10,5,sin_dato,343.0,630.0,650.0, - ,1,F,57d9bb3cc2f17e6d8eeaaa0ce802712b30334eac997a3ae52ae1ca8d8ae69f59,2024-05-12 13:18:06,2024-05-12 13:37:29,2024-05-12 13:38:32,CATD,ESCANER,ACTA PREP,0 days 00:19:23,19.38
50,'210428E0101,'210428E01014,'21,PUEBLA,'050,CHICONCUAUTLA,'0428,'01,E,'01,2,4,sin_dato,629,sin_dato,sin_dato,,71,,,12,94,100,92,54,,,,,,2,2,sin_dato,427.0,629.0,649.0, - ,1,F,c482e397f77927c7eaaebbe79acf61ae1da5fd7919a909f9d59b031c45157ef1,2024-05-12 13:22:00,2024-05-12 13:40:42,2024-05-12 13:41:52,CATD,ESCANER,ACTA PREP,0 days 00:18:42,18.7
51,'210429B0100,'210429B01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0429,'01,B,'00,2,4,sin_dato,527,sin_dato,sin_dato,,64,,,62,57,92,46,26,,,,,,4,2,sin_dato,353.0,527.0,547.0, - ,1,F,abfe91378c2f24bc5ba368e48fe066e0cebe37b82900c125c64678c4aae1cf8d,2024-05-12 13:24:22,2024-05-12 13:44:13,2024-05-12 13:47:13,CATD,ESCANER,ACTA PREP,0 days 00:19:51,19.85
52,'210429E0100,'210429E01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0429,'01,E,'00,2,4,sin_dato,144,sin_dato,sin_dato,,13,,,16,13,16,23,19,,,,,,1,1,sin_dato,102.0,144.0,164.0, - ,1,F,5f89296b07738e2e5ec0d23c6b8c2295f01846f5c88cfad30b3af101d312b49f,2024-05-12 13:26:29,2024-05-12 13:46:59,2024-05-12 13:52:47,CATD,ESCANER,ACTA PREP,0 days 00:20:30,20.5
53,'210502B0100,'210502B01004,'21,PUEBLA,'058,HONEY,'0502,'01,B,'00,2,4,sin_dato,614,sin_dato,sin_dato,97,,,35,,105,,28,,,,,,,2,7,sin_dato,274.0,614.0,634.0, - ,1,F,a7eb43fa88015cec23ee0402ed63107a0148f50af9ab3be81ba4eefcf5de4950,2024-05-12 19:15:18,2024-05-12 19:16:52,2024-05-12 19:17:23,CATD,ESCANER,ACTA PREP,0 days 00:01:34,1.57
54,'210502C0100,'210502C01004,'21,PUEBLA,'058,HONEY,'0502,'01,C,'00,2,4,sin_dato,614,sin_dato,sin_dato,110,,,55,,82,,84,,,,,,,11,5,sin_dato,347.0,614.0,634.0, - ,1,F,359194041e3c55aab2ee9caaf083eabe3887d1b212a2c8db68af54e32889c99e,2024-05-12 19:16:16,2024-05-12 19:16:51,2024-05-12 19:17:39,CATD,ESCANER,ACTA PREP,0 days 00:00:35,0.58
55,'210502C0200,'210502C02004,'21,PUEBLA,'058,HONEY,'0502,'02,C,'00,2,4,sin_dato,614,sin_dato,sin_dato,58,,,39,,88,,133,,,,,,,3,3,sin_dato,324.0,614.0,634.0, - ,1,F,ad34e461dae7ce877bbe2321bea03aca12659cb6ee29f88b2889d9b35cd137bf,2024-05-12 19:16:59,2024-05-12 19:17:52,2024-05-12 19:18:31,CATD,ESCANER,ACTA PREP,0 days 00:00:53,0.88
56,'210503B0100,'210503B01004,'21,PUEBLA,'058,HONEY,'0503,'01,B,'00,2,4,sin_dato,659,sin_dato,sin_dato,58,,,151,,78,,105,,,,,,,13,2,sin_dato,407.0,659.0,679.0, - ,1,F,7904307dd5b6847ee13e7cd15ffb938c5691d22091e7cfbcbc5d6d6ef68973c0,2024-05-12 19:17:37,2024-05-12 19:18:24,2024-05-12 19:19:12,CATD,ESCANER,ACTA PREP,0 days 00:00:47,0.78
57,'210503C0100,'210503C01004,'21,PUEBLA,'058,HONEY,'0503,'01,C,'00,2,4,sin_dato,659,sin_dato,sin_dato,148,,,55,,74,,104,,,,,,,7,2,sin_dato,390.0,659.0,679.0, - ,1,F,42c8a5677dae17210ca4fbc6369266aa3601adf7e3766ab4b476d8ab8027e905,2024-05-12 19:22:06,2024-05-12 19:22:34,2024-05-12 19:23:05,CATD,ESCANER,ACTA PREP,0 days 00:00:28,0.47
58,'210504B0100,'210504B01004,'21,PUEBLA,'058,HONEY,'0504,'01,B,'00,2,4,-,-,-,-,-,,,-,,-,,-,,,,,,,-,-,-,0.0,585.0,605.0,SIN OBSERVACIONES,-,-,-,2024-05-12 19:22:48,2024-05-12 19:23:20,,-,-,-,0 days 00:00:32,0.53
59,'210504C0100,'210504C01004,'21,PUEBLA,'058,HONEY,'0504,'01,C,'00,2,4,-,-,-,-,-,,,-,,-,,-,,,,,,,-,-,-,0.0,585.0,605.0,SIN OBSERVACIONES,-,-,-,2024-05-12 19:23:30,,,-,-,-,,
60,'210504E0100,'210504E01004,'21,PUEBLA,'058,HONEY,'0504,'01,E,'00,2,4,-,-,-,-,-,,,-,,-,,-,,,,,,,-,-,-,0.0,508.0,528.0,SIN OBSERVACIONES,-,-,-,2024-05-12 19:24:12,,,-,-,-,,
61,'210504E0101,'210504E01014,'21,PUEBLA,'058,HONEY,'0504,'01,E,'01,2,4,-,-,-,-,-,,,-,,-,,-,,,,,,,-,-,-,0.0,508.0,528.0,SIN OBSERVACIONES,-,-,-,2024-05-12 19:25:01,,,-,-,-,,
62,'210535B0100,'210535B01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0535,'01,B,'00,2,4,sin_dato,692,sin_dato,sin_dato,,,71,83,5,11,50,10,23,80,,,,sin_dato,8,3,sin_dato,344.0,692.0,712.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,18a0186ffdd2444b2ea14ffe3d802a9da993fbe16ffc7abcc8484ea12c01eba7,2024-05-12 13:53:54,2024-05-12 14:15:38,2024-05-12 14:16:51,CATD,ESCANER,ACTA PREP,0 days 00:21:44,21.73
63,'210535C0100,'210535C01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0535,'01,C,'00,2,4,-,-,-,-,,,-,-,-,-,-,-,-,-,,,,-,-,-,-,0.0,692.0,712.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
64,'210535C0200,'210535C02004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0535,'02,C,'00,2,4,sin_dato,692,sin_dato,sin_dato,,,37,54,6,20,53,63,48,10,,,,sin_dato,1,4,sin_dato,296.0,692.0,712.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,28f46ac2b17e318fc988b537d235d9274a9faae4db1b85282b17d8c0617076bc,2024-05-12 13:55:50,2024-05-12 14:18:23,2024-05-12 14:21:20,CATD,ESCANER,ACTA PREP,0 days 00:22:33,22.55
65,'210536B0100,'210536B01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0536,'01,B,'00,2,4,sin_dato,627,sin_dato,sin_dato,,,9,55,77,62,48,44,11,65,,,,sin_dato,1,1,sin_dato,373.0,627.0,647.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a9c2e9e0656a02fc21b63f4eb27d5a5a0f9167a9685481e949d5898841e1a17b,2024-05-12 13:59:11,2024-05-12 14:23:09,2024-05-12 14:24:11,CATD,ESCANER,ACTA PREP,0 days 00:23:58,23.97
66,'210536C0100,'210536C01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0536,'01,C,'00,2,4,sin_dato,627,sin_dato,sin_dato,,,46,38,67,55,52,68,67,22,,,,sin_dato,2,1,sin_dato,418.0,627.0,647.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,7ce99a203ae3040c889b5f7168ac055d5132d2a1705981ba7af97a60a4585e7a,2024-05-12 14:00:30,2024-05-12 14:29:05,2024-05-12 14:29:49,CATD,ESCANER,ACTA PREP,0 days 00:28:35,28.58
67,'210536C0200,'210536C02004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0536,'02,C,'00,2,4,sin_dato,627,sin_dato,sin_dato,,,0,0,0,0,0,0,0,0,,,,sin_dato,0,0,sin_dato,0.0,627.0,647.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a2c7fe9ce708cce9a6c10690dae9794f2c6460562bf834aff3ca2e82480a98e6,2024-05-12 14:01:40,2024-05-12 14:32:20,2024-05-12 14:36:07,CATD,ESCANER,ACTA PREP,0 days 00:30:40,30.67
68,'210537B0100,'210537B01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0537,'01,B,'00,2,4,sin_dato,390,sin_dato,sin_dato,,,0,0,0,0,0,0,0,0,,,,sin_dato,0,0,sin_dato,0.0,390.0,410.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,52783661552afe6eb8b7cc300527649c6e5997748cb26c68259b0a80f51831ef,2024-05-12 19:00:14,2024-05-12 19:01:34,2024-05-12 19:03:29,CATD,ESCANER,ACTA PREP,0 days 00:01:20,1.33
69,'210537C0100,'210537C01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0537,'01,C,'00,2,4,sin_dato,389,sin_dato,sin_dato,,,51,17,16,25,23,11,28,30,,,,sin_dato,2,1,sin_dato,204.0,389.0,409.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,208fe75302d17c0ab6ae593ebad19cb26b0211d32ade7ce5178af9d2bb2dffd4,2024-05-12 19:01:03,2024-05-12 19:01:39,2024-05-12 19:02:49,CATD,ESCANER,ACTA PREP,0 days 00:00:36,0.6
