ID_ENTIDAD,ID_DISTRITO_LOCAL,PARTIDO_CI,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
21,003,C_PT_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_PT_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_PT_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_PT_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_PT_PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_PT_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_PT_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,003,C_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,MRPP,,
21,004,SEHHP,,
21,004,CI1,,
21,004,CI2,,
21,004,C_PAN_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PAN_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PAN_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PAN_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PAN_PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PAN_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PAN_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PT_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,004,C_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,MRPP,,
21,005,SEHHP,,
21,005,CI1,,
21,005,CI2,,
21,005,C_PAN_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PAN_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PAN_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PAN_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PAN_PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PAN_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PAN_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PT_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,005,C_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,MRPP,,
21,006,SEHHP,,
21,006,CI1,,
21,006,CI2,,
21,006,C_PAN_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PAN_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PAN_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PAN_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PRI_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PAN_PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PAN_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PAN_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PRI_PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PRI_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PRD_PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PT_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,006,C_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,PAN,,
21,007,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,PSI,,
21,007,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,MRPP,,
21,007,SEHHP,,
21,007,CI1,,
21,007,CI2,,
21,007,C_PAN_PRI_PRD_PSI,,
21,007,C_PAN_PRI_PRD,,
21,007,C_PAN_PRI_PSI,,
21,007,C_PAN_PRD_PSI,,
21,007,C_PRI_PRD_PSI,,
21,007,C_PAN_PRI,,
21,007,C_PAN_PRD,,
21,007,C_PAN_PSI,,
21,007,C_PRI_PRD,,
21,007,C_PRI_PSI,,
21,007,C_PRD_PSI,,
21,007,C_PT_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PVEM_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PVEM_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PVEM_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PVEM_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_MOR_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PT_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PVEM_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PVEM_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_PVEM_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_MOR_NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_MOR_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,007,C_NAP_FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,PAN,,
21,008,PRI,,
21,008,PRD,,
21,008,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,PSI,,
21,008,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,MRPP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,008,SEHHP,,
21,008,CI1,,
21,008,CI2,,
21,008,C_PAN_PRI_PRD_PSI,,
21,008,C_PAN_PRI_PRD,,
21,008,C_PAN_PRI_PSI,,
21,008,C_PAN_PRD_PSI,,
21,008,C_PRI_PRD_PSI,,
21,008,C_PAN_PRI,,
21,008,C_PAN_PRD,,
21,008,C_PAN_PSI,,
21,008,C_PRI_PRD,,
21,008,C_PRI_PSI,,
21,008,C_PRD_PSI,,
