ID_ENTIDAD,ID_MUNICIPIO_LOCAL,PARTIDO_CI,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
21,072,C_PT_PVEM_NAP,,
21,072,C_PT_PVEM_FXMP,,
21,072,C_PT_MOR_NAP,,
21,072,C_PT_MOR_FXMP,,
21,072,C_PT_NAP_FXMP,,
21,072,C_PVEM_MOR_NAP,,
21,072,C_PVEM_MOR_FXMP,,
21,072,C_PVEM_NAP_FXMP,,
21,072,C_MOR_NAP_FXMP,,
21,072,C_PT_PVEM,,
21,072,C_PT_MOR,,
21,072,C_PT_NAP,,
21,072,C_PT_FXMP,,
21,072,C_PVEM_MOR,,
21,072,C_PVEM_NAP,,
21,072,C_PVEM_FXMP,,
21,072,C_MOR_NAP,,
21,072,C_MOR_FXMP,,
21,072,C_NAP_FXMP,,
21,088,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,088,PRI,,
21,088,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,088,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,088,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,088,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,088,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,088,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,088,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,088,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,088,MRPP,,
21,088,SEHHP,,
21,088,CI1,,
21,088,CI2,,
21,088,C_PAN_PRI_PRD_PSI,,
21,088,C_PAN_PRI_PRD,,
21,088,C_PAN_PRI_PSI,,
21,088,C_PAN_PRD_PSI,,
21,088,C_PRI_PRD_PSI,,
21,088,C_PAN_PRI,,
21,088,C_PAN_PRD,,
21,088,C_PAN_PSI,,
21,088,C_PRI_PRD,,
21,088,C_PRI_PSI,,
21,088,C_PRD_PSI,,
21,088,C_PT_PVEM_MOR_NAP_FXMP,,
21,088,C_PT_PVEM_MOR_NAP,,
21,088,C_PT_PVEM_MOR_FXMP,,
21,088,C_PT_PVEM_NAP_FXMP,,
21,088,C_PT_MOR_NAP_FXMP,,
21,088,C_PVEM_MOR_NAP_FXMP,,
21,088,C_PT_PVEM_MOR,,
21,088,C_PT_PVEM_NAP,,
21,088,C_PT_PVEM_FXMP,,
21,088,C_PT_MOR_NAP,,
21,088,C_PT_MOR_FXMP,,
21,088,C_PT_NAP_FXMP,,
21,088,C_PVEM_MOR_NAP,,
21,088,C_PVEM_MOR_FXMP,,
21,088,C_PVEM_NAP_FXMP,,
21,088,C_MOR_NAP_FXMP,,
21,088,C_PT_PVEM,,
21,088,C_PT_MOR,,
21,088,C_PT_NAP,,
21,088,C_PT_FXMP,,
21,088,C_PVEM_MOR,,
21,088,C_PVEM_NAP,,
21,088,C_PVEM_FXMP,,
21,088,C_MOR_NAP,,
21,088,C_MOR_FXMP,,
21,088,C_NAP_FXMP,,
21,091,PAN,,
21,091,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,091,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,091,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,091,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,091,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,091,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,091,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,091,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,091,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,091,MRPP,,
21,091,SEHHP,,
21,091,CI1,,
21,091,CI2,,
21,091,C_PAN_PRI_PRD_PSI,,
21,091,C_PAN_PRI_PRD,,
21,091,C_PAN_PRI_PSI,,
21,091,C_PAN_PRD_PSI,,
21,091,C_PRI_PRD_PSI,,
21,091,C_PAN_PRI,,
21,091,C_PAN_PRD,,
21,091,C_PAN_PSI,,
21,091,C_PRI_PRD,,
21,091,C_PRI_PSI,,
21,091,C_PRD_PSI,,
21,091,C_PT_PVEM_MOR_NAP_FXMP,,
21,091,C_PT_PVEM_MOR_NAP,,
21,091,C_PT_PVEM_MOR_FXMP,,
21,091,C_PT_PVEM_NAP_FXMP,,
21,091,C_PT_MOR_NAP_FXMP,,
21,091,C_PVEM_MOR_NAP_FXMP,,
21,091,C_PT_PVEM_MOR,,
21,091,C_PT_PVEM_NAP,,
21,091,C_PT_PVEM_FXMP,,
21,091,C_PT_MOR_NAP,,
21,091,C_PT_MOR_FXMP,,
21,091,C_PT_NAP_FXMP,,
21,091,C_PVEM_MOR_NAP,,
21,091,C_PVEM_MOR_FXMP,,
21,091,C_PVEM_NAP_FXMP,,
21,091,C_MOR_NAP_FXMP,,
21,091,C_PT_PVEM,,
21,091,C_PT_MOR,,
21,091,C_PT_NAP,,
21,091,C_PT_FXMP,,
21,091,C_PVEM_MOR,,
21,091,C_PVEM_NAP,,
21,091,C_PVEM_FXMP,,
21,091,C_MOR_NAP,,
21,091,C_MOR_FXMP,,
21,091,C_NAP_FXMP,,
21,093,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,093,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,093,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,093,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,093,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,093,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,093,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,093,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,093,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,093,FXMP,,
21,093,MRPP,,
21,093,SEHHP,,
21,093,CI1,,
21,093,CI2,,
21,093,C_PAN_PRI_PRD_PSI,,
21,093,C_PAN_PRI_PRD,,
21,093,C_PAN_PRI_PSI,,
21,093,C_PAN_PRD_PSI,,
21,093,C_PRI_PRD_PSI,,
21,093,C_PAN_PRI,,
21,093,C_PAN_PRD,,
21,093,C_PAN_PSI,,
21,093,C_PRI_PRD,,
21,093,C_PRI_PSI,,
21,093,C_PRD_PSI,,
21,093,C_PT_PVEM_MOR_NAP_FXMP,,
21,093,C_PT_PVEM_MOR_NAP,,
21,093,C_PT_PVEM_MOR_FXMP,,
21,093,C_PT_PVEM_NAP_FXMP,,
21,093,C_PT_MOR_NAP_FXMP,,
21,093,C_PVEM_MOR_NAP_FXMP,,
21,093,C_PT_PVEM_MOR,,
21,093,C_PT_PVEM_NAP,,
21,093,C_PT_PVEM_FXMP,,
21,093,C_PT_MOR_NAP,,
21,093,C_PT_MOR_FXMP,,
21,093,C_PT_NAP_FXMP,,
21,093,C_PVEM_MOR_NAP,,
21,093,C_PVEM_MOR_FXMP,,
21,093,C_PVEM_NAP_FXMP,,
21,093,C_MOR_NAP_FXMP,,
21,093,C_PT_PVEM,,
21,093,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,093,C_PT_NAP,,
21,093,C_PT_FXMP,,
21,093,C_PVEM_MOR,,
21,093,C_PVEM_NAP,,
21,093,C_PVEM_FXMP,,
21,093,C_MOR_NAP,,
21,093,C_MOR_FXMP,,
21,093,C_NAP_FXMP,,
21,101,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,101,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,101,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,101,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,101,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,101,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,101,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,101,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,101,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,101,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,101,MRPP,,
21,101,SEHHP,,
21,101,CI1,,
21,101,CI2,,
21,101,C_PAN_PRI_PRD_PSI,,
21,101,C_PAN_PRI_PRD,,
21,101,C_PAN_PRI_PSI,,
21,101,C_PAN_PRD_PSI,,
21,101,C_PRI_PRD_PSI,,
21,101,C_PAN_PRI,,
21,101,C_PAN_PRD,,
21,101,C_PAN_PSI,,
21,101,C_PRI_PRD,,
21,101,C_PRI_PSI,,
21,101,C_PRD_PSI,,
21,101,C_PT_PVEM_MOR_NAP_FXMP,,
21,101,C_PT_PVEM_MOR_NAP,,
21,101,C_PT_PVEM_MOR_FXMP,,
21,101,C_PT_PVEM_NAP_FXMP,,
21,101,C_PT_MOR_NAP_FXMP,,
21,101,C_PVEM_MOR_NAP_FXMP,,
21,101,C_PT_PVEM_MOR,,
21,101,C_PT_PVEM_NAP,,
21,101,C_PT_PVEM_FXMP,,
21,101,C_PT_MOR_NAP,,
21,101,C_PT_MOR_FXMP,,
21,101,C_PT_NAP_FXMP,,
21,101,C_PVEM_MOR_NAP,,
21,101,C_PVEM_MOR_FXMP,,
21,101,C_PVEM_NAP_FXMP,,
21,101,C_MOR_NAP_FXMP,,
21,101,C_PT_PVEM,,
21,101,C_PT_MOR,,
21,101,C_PT_NAP,,
21,101,C_PT_FXMP,,
21,101,C_PVEM_MOR,,
21,101,C_PVEM_NAP,,
21,101,C_PVEM_FXMP,,
21,101,C_MOR_NAP,,
21,101,C_MOR_FXMP,,
21,101,C_NAP_FXMP,,
21,110,PAN,,
21,110,PRI,,
21,110,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,110,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,110,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,110,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,110,PSI,,
21,110,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,110,NAP,,
21,110,FXMP,,
21,110,MRPP,,
21,110,SEHHP,,
21,110,CI1,,
21,110,CI2,,
21,110,C_PAN_PRI_PRD_PSI,,
21,110,C_PAN_PRI_PRD,,
21,110,C_PAN_PRI_PSI,,
21,110,C_PAN_PRD_PSI,,
21,110,C_PRI_PRD_PSI,,
21,110,C_PAN_PRI,,
21,110,C_PAN_PRD,,
21,110,C_PAN_PSI,,
21,110,C_PRI_PRD,,
21,110,C_PRI_PSI,,
21,110,C_PRD_PSI,,
21,110,C_PT_PVEM_MOR_NAP_FXMP,,
21,110,C_PT_PVEM_MOR_NAP,,
21,110,C_PT_PVEM_MOR_FXMP,,
21,110,C_PT_PVEM_NAP_FXMP,,
21,110,C_PT_MOR_NAP_FXMP,,
21,110,C_PVEM_MOR_NAP_FXMP,,
21,110,C_PT_PVEM_MOR,,
21,110,C_PT_PVEM_NAP,,
21,110,C_PT_PVEM_FXMP,,
21,110,C_PT_MOR_NAP,,
21,110,C_PT_MOR_FXMP,,
21,110,C_PT_NAP_FXMP,,
21,110,C_PVEM_MOR_NAP,,
21,110,C_PVEM_MOR_FXMP,,
21,110,C_PVEM_NAP_FXMP,,
21,110,C_MOR_NAP_FXMP,,
21,110,C_PT_PVEM,,
21,110,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,110,C_PT_NAP,,
21,110,C_PT_FXMP,,
21,110,C_PVEM_MOR,,
21,110,C_PVEM_NAP,,
21,110,C_PVEM_FXMP,,
21,110,C_MOR_NAP,,
21,110,C_MOR_FXMP,,
21,110,C_NAP_FXMP,,
21,112,PAN,,
21,112,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,112,PRD,,
21,112,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,112,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,112,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,112,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,112,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,112,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,112,FXMP,,
21,112,MRPP,,
21,112,SEHHP,,
21,112,CI1,,
21,112,CI2,,
21,112,C_PAN_PRI_PRD_PSI,,
21,112,C_PAN_PRI_PRD,,
21,112,C_PAN_PRI_PSI,,
21,112,C_PAN_PRD_PSI,,
21,112,C_PRI_PRD_PSI,,
21,112,C_PAN_PRI,,
21,112,C_PAN_PRD,,
21,112,C_PAN_PSI,,
21,112,C_PRI_PRD,,
21,112,C_PRI_PSI,,
21,112,C_PRD_PSI,,
21,112,C_PT_PVEM_MOR_NAP_FXMP,,
21,112,C_PT_PVEM_MOR_NAP,,
21,112,C_PT_PVEM_MOR_FXMP,,
21,112,C_PT_PVEM_NAP_FXMP,,
21,112,C_PT_MOR_NAP_FXMP,,
21,112,C_PVEM_MOR_NAP_FXMP,,
21,112,C_PT_PVEM_MOR,,
21,112,C_PT_PVEM_NAP,,
21,112,C_PT_PVEM_FXMP,,
21,112,C_PT_MOR_NAP,,
21,112,C_PT_MOR_FXMP,,
21,112,C_PT_NAP_FXMP,,
21,112,C_PVEM_MOR_NAP,,
21,112,C_PVEM_MOR_FXMP,,
21,112,C_PVEM_NAP_FXMP,,
21,112,C_MOR_NAP_FXMP,,
21,112,C_PT_PVEM,,
21,112,C_PT_MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,112,C_PT_NAP,,
21,112,C_PT_FXMP,,
21,112,C_PVEM_MOR,,
21,112,C_PVEM_NAP,,
21,112,C_PVEM_FXMP,,
21,112,C_MOR_NAP,,
21,112,C_MOR_FXMP,,
21,112,C_NAP_FXMP,,
21,178,PAN,,
21,178,PRI,,
21,178,PRD,,
21,178,PT,,
21,178,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,178,MC,,
21,178,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,178,MOR,,
21,178,NAP,,
21,178,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,178,MRPP,,
21,178,SEHHP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,178,CI1,,
21,178,CI2,,
21,178,C_PAN_PRI_PRD_PSI,,
21,178,C_PAN_PRI_PRD,,
21,178,C_PAN_PRI_PSI,,
21,178,C_PAN_PRD_PSI,,
21,178,C_PRI_PRD_PSI,,
21,178,C_PAN_PRI,,
21,178,C_PAN_PRD,,
21,178,C_PAN_PSI,,
21,178,C_PRI_PRD,,
21,178,C_PRI_PSI,,
21,178,C_PRD_PSI,,
21,178,C_PT_PVEM_MOR_NAP_FXMP,,
21,178,C_PT_PVEM_MOR_NAP,,
21,178,C_PT_PVEM_MOR_FXMP,,
21,178,C_PT_PVEM_NAP_FXMP,,
21,178,C_PT_MOR_NAP_FXMP,,
21,178,C_PVEM_MOR_NAP_FXMP,,
21,178,C_PT_PVEM_MOR,,
21,178,C_PT_PVEM_NAP,,
21,178,C_PT_PVEM_FXMP,,
21,178,C_PT_MOR_NAP,,
21,178,C_PT_MOR_FXMP,,
21,178,C_PT_NAP_FXMP,,
21,178,C_PVEM_MOR_NAP,,
21,178,C_PVEM_MOR_FXMP,,
21,178,C_PVEM_NAP_FXMP,,
21,178,C_MOR_NAP_FXMP,,
21,178,C_PT_PVEM,,
21,178,C_PT_MOR,,
21,178,C_PT_NAP,,
21,178,C_PT_FXMP,,
21,178,C_PVEM_MOR,,
21,178,C_PVEM_NAP,,
21,178,C_PVEM_FXMP,,
21,178,C_MOR_NAP,,
21,178,C_MOR_FXMP,,
21,178,C_NAP_FXMP,,
21,183,PAN,Nombre Apellido Apellido,Nombre Apellido Apellido
21,183,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,183,PRD,,
21,183,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,183,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,183,MC,,
21,183,PSI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,183,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,183,NAP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,183,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,183,MRPP,,
21,183,SEHHP,,
21,183,CI1,,
21,183,CI2,,
21,183,C_PAN_PRI_PRD_PSI,,
21,183,C_PAN_PRI_PRD,,
21,183,C_PAN_PRI_PSI,,
21,183,C_PAN_PRD_PSI,,
21,183,C_PRI_PRD_PSI,,
21,183,C_PAN_PRI,,
21,183,C_PAN_PRD,,
21,183,C_PAN_PSI,,
21,183,C_PRI_PRD,,
21,183,C_PRI_PSI,,
21,183,C_PRD_PSI,,
21,183,C_PT_PVEM_MOR_NAP_FXMP,,
21,183,C_PT_PVEM_MOR_NAP,,
21,183,C_PT_PVEM_MOR_FXMP,,
21,183,C_PT_PVEM_NAP_FXMP,,
21,183,C_PT_MOR_NAP_FXMP,,
21,183,C_PVEM_MOR_NAP_FXMP,,
21,183,C_PT_PVEM_MOR,,
21,183,C_PT_PVEM_NAP,,
21,183,C_PT_PVEM_FXMP,,
21,183,C_PT_MOR_NAP,,
21,183,C_PT_MOR_FXMP,,
21,183,C_PT_NAP_FXMP,,
21,183,C_PVEM_MOR_NAP,,
21,183,C_PVEM_MOR_FXMP,,
21,183,C_PVEM_NAP_FXMP,,
21,183,C_MOR_NAP_FXMP,,
21,183,C_PT_PVEM,,
21,183,C_PT_MOR,,
21,183,C_PT_NAP,,
21,183,C_PT_FXMP,,
21,183,C_PVEM_MOR,,
21,183,C_PVEM_NAP,,
21,183,C_PVEM_FXMP,,
21,183,C_MOR_NAP,,
21,183,C_MOR_FXMP,,
21,183,C_NAP_FXMP,,
21,184,PAN,,
21,184,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,184,PRD,Nombre Apellido Apellido,Nombre Apellido Apellido
21,184,PT,,
21,184,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,184,MC,,
21,184,PSI,,
21,184,MOR,,
21,184,NAP,,
21,184,FXMP,Nombre Apellido Apellido,Nombre Apellido Apellido
21,184,MRPP,,
21,184,SEHHP,,
21,184,CI1,,
21,184,CI2,,
21,184,C_PAN_PRI_PRD_PSI,,
21,184,C_PAN_PRI_PRD,,
21,184,C_PAN_PRI_PSI,,
21,184,C_PAN_PRD_PSI,,
21,184,C_PRI_PRD_PSI,,
21,184,C_PAN_PRI,,
21,184,C_PAN_PRD,,
21,184,C_PAN_PSI,,
21,184,C_PRI_PRD,,
21,184,C_PRI_PSI,,
21,184,C_PRD_PSI,,
21,184,C_PT_PVEM_MOR_NAP_FXMP,,
21,184,C_PT_PVEM_MOR_NAP,,
21,184,C_PT_PVEM_MOR_FXMP,,
21,184,C_PT_PVEM_NAP_FXMP,,
21,184,C_PT_MOR_NAP_FXMP,,
21,184,C_PVEM_MOR_NAP_FXMP,,
21,184,C_PT_PVEM_MOR,,
21,184,C_PT_PVEM_NAP,,
21,184,C_PT_PVEM_FXMP,,
21,184,C_PT_MOR_NAP,,
21,184,C_PT_MOR_FXMP,,
21,184,C_PT_NAP_FXMP,,
21,184,C_PVEM_MOR_NAP,,
21,184,C_PVEM_MOR_FXMP,,
21,184,C_PVEM_NAP_FXMP,,
21,184,C_MOR_NAP_FXMP,,
21,184,C_PT_PVEM,,
21,184,C_PT_MOR,,
21,184,C_PT_NAP,,
21,184,C_PT_FXMP,,
21,184,C_PVEM_MOR,,
21,184,C_PVEM_NAP,,
21,184,C_PVEM_FXMP,,
21,184,C_MOR_NAP,,
21,184,C_MOR_FXMP,,
21,184,C_NAP_FXMP,,
21,187,PAN,,
21,187,PRI,Nombre Apellido Apellido,Nombre Apellido Apellido
21,187,PRD,,
21,187,PT,Nombre Apellido Apellido,Nombre Apellido Apellido
21,187,PVEM,Nombre Apellido Apellido,Nombre Apellido Apellido
21,187,MC,Nombre Apellido Apellido,Nombre Apellido Apellido
21,187,PSI,,
21,187,MOR,Nombre Apellido Apellido,Nombre Apellido Apellido
21,187,NAP,,
21,187,FXMP,,
21,187,MRPP,,
21,187,SEHHP,,
21,187,CI1,,
21,187,CI2,,
21,187,C_PAN_PRI_PRD_PSI,,
21,187,C_PAN_PRI_PRD,,
21,187,C_PAN_PRI_PSI,,
21,187,C_PAN_PRD_PSI,,
