DIPUTACIONES LOCALES (INCLUYE RESULTADOS DE MAYORÍA RELATIVA Y REPRESENTACIÓN PROPORCIONAL)
26/05/2024 11:20 (UTC-6)

ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
8423,372,1,371,4.4046%,370,4.3927%,2.7781%,1,223016,47424.0,47336.0,21.2253%

CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MORENA,NAP,FXMP,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA_NAP,C_PT_PVEM_MORENA_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MORENA_NAP_FXMP,C_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MORENA_NAP,C_PT_MORENA_FXMP,C_PT_NAP_FXMP,C_PVEM_MORENA_NAP,C_PVEM_MORENA_FXMP,C_PVEM_NAP_FXMP,C_MORENA_NAP_FXMP,C_PT_PVEM,C_PT_MORENA,C_PT_NAP,C_PT_FXMP,C_PVEM_MORENA,C_PVEM_NAP,C_PVEM_FXMP,C_MORENA_NAP,C_MORENA_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000A0000,'210000A00003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210423B0100,'210423B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0423,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,743,763,-,-,-,-,-,-,-,-,-,-
'210423C0100,'210423C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0423,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,742,762,-,-,-,-,-,-,-,-,-,-
'210423C0200,'210423C02003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0423,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,742,762,-,-,-,-,-,-,-,-,-,-
'210423C0300,'210423C03003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0423,'03,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,742,762,-,-,-,-,-,-,-,-,-,-
'210424B0100,'210424B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0424,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,549,569,-,-,-,-,-,-,-,-,-,-
'210424C0100,'210424C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0424,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,548,568,-,-,-,-,-,-,-,-,-,-
'210424C0200,'210424C02003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0424,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,548,568,-,-,-,-,-,-,-,-,-,-
'210424E0100,'210424E01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0424,'01,E,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,384,404,-,-,-,-,-,-,-,-,-,-
'210424E0101,'210424E01013,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0424,'01,E,'01,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,384,404,-,-,-,-,-,-,-,-,-,-
'210425B0100,'210425B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0425,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,398,418,-,-,-,-,-,-,-,-,-,-
'210425C0100,'210425C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0425,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,398,418,-,-,-,-,-,-,-,-,-,-
'210426B0100,'210426B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0426,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,732,752,-,-,-,-,-,-,-,-,-,-
'210426C0100,'210426C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0426,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,731,751,-,-,-,-,-,-,-,-,-,-
'210427B0100,'210427B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0427,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,544,564,-,-,-,-,-,-,-,-,-,-
'210427C0100,'210427C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0427,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,544,564,-,-,-,-,-,-,-,-,-,-
'210427E0100,'210427E01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0427,'01,E,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,487,507,-,-,-,-,-,-,-,-,-,-
'210428B0100,'210428B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0428,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,656,676,-,-,-,-,-,-,-,-,-,-
'210428C0100,'210428C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0428,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,655,675,-,-,-,-,-,-,-,-,-,-
'210428E0100,'210428E01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0428,'01,E,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,630,650,-,-,-,-,-,-,-,-,-,-
'210428E0101,'210428E01013,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0428,'01,E,'01,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,629,649,-,-,-,-,-,-,-,-,-,-
'210429B0100,'210429B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0429,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,527,547,-,-,-,-,-,-,-,-,-,-
'210429E0100,'210429E01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0429,'01,E,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,144,164,-,-,-,-,-,-,-,-,-,-
'210502B0100,'210502B01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0502,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,614,634,-,-,-,-,-,-,-,-,-,-
'210502C0100,'210502C01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0502,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,614,634,-,-,-,-,-,-,-,-,-,-
'210502C0200,'210502C02003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0502,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,614,634,-,-,-,-,-,-,-,-,-,-
'210503B0100,'210503B01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0503,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,659,679,-,-,-,-,-,-,-,-,-,-
'210503C0100,'210503C01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0503,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,659,679,-,-,-,-,-,-,-,-,-,-
'210504B0100,'210504B01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0504,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,585,605,-,-,-,-,-,-,-,-,-,-
'210504C0100,'210504C01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0504,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,585,605,-,-,-,-,-,-,-,-,-,-
'210504E0100,'210504E01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0504,'01,E,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,508,528,-,-,-,-,-,-,-,-,-,-
