DIPUTACIONES LOCALES (INCLUYE RESULTADOS DE MAYORÍA RELATIVA Y REPRESENTACIÓN PROPORCIONAL)
17/05/2024 15:00 (UTC-6)

ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
8414,3368,4,3364,39.9809,3107,36.9265,31.7447,257,1892298,938772.0,927867.0,49.0338

CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR_NAP,C_PT_PVEM_MOR_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MOR_NAP_FXMP,C_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MOR_NAP,C_PT_MOR_FXMP,C_PT_NAP_FXMP,C_PVEM_MOR_NAP,C_PVEM_MOR_FXMP,C_PVEM_NAP_FXMP,C_MOR_NAP_FXMP,C_PT_PVEM,C_PT_MOR,C_PT_NAP,C_PT_FXMP,C_PVEM_MOR,C_PVEM_NAP,C_PVEM_FXMP,C_MOR_NAP,C_MOR_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'210000AN/A00,'210000AN/A003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000AN/A00,'210000AN/A003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000AN/A00,'210000AN/A003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000AN/A00,'210000AN/A003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000AN/A00,'210000AN/A003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000AN/A00,'210000AN/A003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210000AN/A00,'210000AN/A003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,17/05/2024 12:21:20,-,-,-,-,-
'210000AN/A00,'210000AN/A003,'21,PUEBLA,'N/A,N/A,'N/A,'N/A,A,'00,1,3,N/A,-,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1000,N/A,-,-,-,-,-,-,-,-,-,-
'210423B0100,'210423B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0423,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,743,763,-,-,-,-,-,-,-,-,-,-
'210423C0100,'210423C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0423,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,742,762,-,-,-,-,-,-,-,-,-,-
'210423C0200,'210423C02003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0423,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,742,762,-,-,-,-,-,-,-,-,-,-
'210423C0300,'210423C03003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0423,'03,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,742,762,-,-,-,-,-,-,-,-,-,-
'210424B0100,'210424B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0424,'01,B,'00,2,3,sin_dato,543,sin_dato,sin_dato,0,0,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,0,0,0,0,0,0,0,0,0,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,549,569,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,04d6d9ae0b9b8d89c00320e8f83fad6e940bc41ebcc366ea07be83c4d0bda282,17/05/2024 10:36:02,17/05/2024 10:39:53,17/05/2024 11:16:08,CATD,ESCANER,ACTA PREP
'210424C0100,'210424C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0424,'01,C,'00,2,3,sin_dato,548,sin_dato,sin_dato,0,0,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,0,0,0,0,0,0,0,0,0,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,548,568,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,b22c78fff5dbffbee1270281fddf4897dc4746f9628837e6e425fcf764f6701b,17/05/2024 10:36:45,17/05/2024 10:40:12,17/05/2024 11:16:08,CATD,ESCANER,ACTA PREP
'210424C0200,'210424C02003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0424,'02,C,'00,2,3,sin_dato,548,sin_dato,sin_dato,0,0,0,28,1,67,sin_dato,19,27,35,72,0,0,0,0,0,0,0,0,0,0,0,12,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,3,sin_dato,267.0,548,568,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,e2cf84852eca713cb6a0127d38cb6b63a88302c6bc41e6dd66d8a222fdf25619,17/05/2024 10:37:17,17/05/2024 10:40:27,17/05/2024 11:35:38,CATD,ESCANER,ACTA PREP
'210424E0100,'210424E01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0424,'01,E,'00,2,3,sin_dato,384,sin_dato,sin_dato,0,0,0,13,7,30,sin_dato,15,26,32,3,0,0,0,0,0,0,0,0,0,0,12,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,0,sin_dato,138.0,384,404,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,7682517a0c6d2d022298081a7a16cdf5baa0056062d21285bcb3fc4f990763b6,17/05/2024 10:37:53,17/05/2024 10:42:29,17/05/2024 11:36:21,CATD,ESCANER,ACTA PREP
'210424E0101,'210424E01013,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0424,'01,E,'01,2,3,sin_dato,384,sin_dato,sin_dato,0,0,0,4,32,11,sin_dato,45,3,45,50,0,0,0,0,0,0,0,0,0,0,0,4,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,1,sin_dato,198.0,384,404,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2fffb43b83852db5eadcb1b9b79281f77219abd3245280c50e85f079121cc02e,17/05/2024 10:38:25,17/05/2024 10:42:05,17/05/2024 11:16:04,CATD,ESCANER,ACTA PREP
'210425B0100,'210425B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0425,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,398,418,-,-,-,-,-,-,-,-,-,-
'210425C0100,'210425C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0425,'01,C,'00,2,3,sin_dato,338,sin_dato,sin_dato,0,0,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,0,0,0,0,0,0,0,0,0,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,398,418,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,6caffddb85502abe25f214904331a7e63d80af629bd8d3917ba33929bda0527f,17/05/2024 10:39:32,17/05/2024 10:42:50,17/05/2024 11:38:42,CATD,ESCANER,ACTA PREP
'210426B0100,'210426B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0426,'01,B,'00,2,3,sin_dato,732,sin_dato,sin_dato,0,0,0,4,72,25,sin_dato,30,4,60,102,0,0,0,0,0,0,0,0,0,0,0,4,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,4,sin_dato,310.0,732,752,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,03393eb6a9c1430a827cf2a71d3178e569444b58690b606dfe213793ca3ad151,17/05/2024 10:40:06,17/05/2024 10:43:30,17/05/2024 11:17:39,CATD,ESCANER,ACTA PREP
'210426C0100,'210426C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0426,'01,C,'00,2,3,sin_dato,731,sin_dato,sin_dato,0,0,0,47,42,74,sin_dato,6,31,66,23,0,0,0,0,0,0,0,0,0,0,0,14,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,1,sin_dato,308.0,731,751,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,371fad83d2c8af4f9ebe6960f50a48378be0fb04b26458342b92e59b4767ac56,17/05/2024 10:40:42,17/05/2024 10:43:55,17/05/2024 11:40:32,CATD,ESCANER,ACTA PREP
'210427B0100,'210427B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0427,'01,B,'00,2,3,sin_dato,544,sin_dato,sin_dato,0,0,0,32,64,8,sin_dato,23,21,47,46,0,0,0,0,0,0,0,0,0,0,0,3,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,2,0,sin_dato,246.0,544,564,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,84cf189ed40140dd612ab263d7f175db6a725873566aeee0ceae3ce47ac1dc3c,17/05/2024 10:41:17,17/05/2024 10:43:22,17/05/2024 11:41:09,CATD,ESCANER,ACTA PREP
'210427C0100,'210427C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0427,'01,C,'00,2,3,sin_dato,544,sin_dato,sin_dato,0,0,0,ilegible,ilegible,27,sin_dato,43,64,34,25,0,0,0,0,0,0,0,0,0,0,0,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,6,1,sin_dato,200.0,544,564,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,473bbd06c19137497ea2343f6e06d032e071050034b8dd89bd4f8877f00251c8,17/05/2024 10:41:50,17/05/2024 10:44:05,17/05/2024 11:21:04,CATD,ESCANER,ACTA PREP
'210427E0100,'210427E01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0427,'01,E,'00,2,3,sin_dato,487,sin_dato,sin_dato,0,0,0,1,27,4,sin_dato,51,33,53,4,0,0,0,0,0,0,0,0,0,0,0,15,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,2,sin_dato,195.0,487,507,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,effc9f6c24821ccfe0e046e5724b5642561a77d8b0ffdcf9a3aa3e70f38ee632,17/05/2024 10:42:24,17/05/2024 10:45:32,17/05/2024 11:20:12,CATD,ESCANER,ACTA PREP
'210428B0100,'210428B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0428,'01,B,'00,2,3,sin_dato,656,sin_dato,sin_dato,0,0,0,54,19,86,sin_dato,41,5,7,19,0,0,0,0,0,0,0,0,0,0,0,2,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,2,1,sin_dato,236.0,656,676,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,c3d3632de31ee4e0201514efcb26c7aae690099f0cc6d794dfa15f3108bd6c35,17/05/2024 10:42:56,17/05/2024 10:45:08,17/05/2024 11:18:56,CATD,ESCANER,ACTA PREP
'210428C0100,'210428C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0428,'01,C,'00,2,3,sin_dato,655,sin_dato,sin_dato,0,0,0,34,45,32,sin_dato,33,15,63,20,0,0,0,0,0,0,0,0,0,0,0,20,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,4,sin_dato,266.0,655,675,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,ef1fe293dfdfd9e2bfde801c84151456cbf98f99ea44a2678d21a9ad74b8d5b5,17/05/2024 10:43:27,17/05/2024 10:46:01,17/05/2024 11:44:53,CATD,ESCANER,ACTA PREP
'210428E0100,'210428E01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0428,'01,E,'00,2,3,sin_dato,630,sin_dato,sin_dato,0,0,0,77,62,26,sin_dato,68,40,70,74,0,0,0,0,0,0,0,0,0,0,0,5,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,4,4,sin_dato,430.0,630,650,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,3399cfaaae21422a6aa706f268d0a6b3446e8b6285e2391bf879c3be4749eff5,17/05/2024 10:43:58,17/05/2024 10:45:58,17/05/2024 11:46:01,CATD,ESCANER,ACTA PREP
'210428E0101,'210428E01013,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0428,'01,E,'01,2,3,sin_dato,628,sin_dato,sin_dato,0,0,0,4,65,77,sin_dato,50,45,55,47,0,0,0,0,0,0,0,0,0,0,20,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,3,0,sin_dato,366.0,629,649,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a511d13ba5383cfaa0f63655278df8b25890cf9b6efcd638f66b705d1a7e46f5,17/05/2024 10:44:32,17/05/2024 10:48:37,17/05/2024 11:21:01,CATD,ESCANER,ACTA PREP
