GUBERNATURA
17/05/2024 15:00 (UTC-6)

ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
8338,3498,4,3494,41.9045,3230,38.7383,35.5001,264,1919988,940411.0,932703.0,48.5785

CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO,DISTRITO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR_NAP,C_PT_PVEM_MOR_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MOR_NAP_FXMP,C_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MOR_NAP,C_PT_MOR_FXMP,C_PT_NAP_FXMP,C_PVEM_MOR_NAP,C_PVEM_MOR_FXMP,C_PVEM_NAP_FXMP,C_MOR_NAP_FXMP,C_PT_PVEM,C_PT_MOR,C_PT_NAP,C_PT_FXMP,C_PVEM_MOR,C_PVEM_NAP,C_PVEM_FXMP,C_MOR_NAP,C_MOR_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'210427E0100,'210427E01002,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0427,'01,E,'00,2,2,sin_dato,487,sin_dato,sin_dato,14,18,0,3,14,100,13,19,17,6,2,5,5,1,7,4,0,6,4,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,sin_dato,266.0,487,507, - ,1,F,db132e6fa994557bdddd7f9b716675afd8664d0fe5d8606c3e03073147a3acee,17/05/2024 11:19:42,17/05/2024 12:27:20,17/05/2024 12:29:41,CATD,ESCANER,ACTA PREP
'210428B0100,'210428B01002,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0428,'01,B,'00,2,2,sin_dato,656,sin_dato,sin_dato,8,27,11,5,7,200,14,1,13,19,7,6,5,4,8,0,7,7,6,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,sin_dato,382.0,656,676, - ,1,F,fa46e97dd249ffecbccedcf594541e68c33ca9e07a4e9614a1b3b72735ae41fb,17/05/2024 11:20:14,17/05/2024 12:31:18,17/05/2024 12:33:29,CATD,ESCANER,ACTA PREP
'210428C0100,'210428C01002,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0428,'01,C,'00,2,2,sin_dato,655,sin_dato,sin_dato,8,5,5,0,17,194,1,12,0,13,7,7,8,0,3,1,5,2,3,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,sin_dato,308.0,655,675, - ,1,F,c0440cfff3d5334c83ad9ebf38ea0f1acbb06dd74dc9c98934cf1143f4b78145,17/05/2024 11:20:50,17/05/2024 12:29:31,17/05/2024 12:31:18,CATD,ESCANER,ACTA PREP
'210428E0100,'210428E01002,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0428,'01,E,'00,2,2,sin_dato,630,sin_dato,sin_dato,8,19,2,3,6,105,8,26,20,27,6,7,2,4,5,5,0,1,3,6,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,sin_dato,291.0,630,650, - ,1,F,81530cba19ad0f413f659e5516e878263428f9ef129471074a284400249f5e8a,17/05/2024 11:21:24,17/05/2024 12:31:33,17/05/2024 12:32:24,CATD,ESCANER,ACTA PREP
'210428E0101,'210428E01012,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0428,'01,E,'01,2,2,sin_dato,629,sin_dato,sin_dato,2,20,3,20,15,148,6,29,6,22,3,6,0,3,5,2,0,1,2,5,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,sin_dato,314.0,629,649, - ,1,F,9aebd4821a08d4fe16b649497d5c47a3c671fb81e51c55aa69e17144a522f68b,17/05/2024 11:21:57,17/05/2024 12:32:49,17/05/2024 12:35:18,CATD,ESCANER,ACTA PREP
'210429B0100,'210429B01002,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0429,'01,B,'00,2,2,sin_dato,527,sin_dato,sin_dato,14,10,11,4,3,48,13,15,5,1,7,1,3,5,2,3,0,5,0,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,sin_dato,173.0,527,547, - ,1,F,0f0e04cfcadc843f611b879c73c30dfc0d0ca5acf7427b0036fd8ff9eab84427,17/05/2024 11:22:35,17/05/2024 12:34:38,17/05/2024 12:37:31,CATD,ESCANER,ACTA PREP
'210429E0100,'210429E01002,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0429,'01,E,'00,2,2,sin_dato,144,sin_dato,sin_dato,0,4,1,1,2,34,0,5,0,0,0,1,2,0,1,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sin_dato,57.0,144,164, - ,1,F,5971fa792660d014c12df74596f817cb0a364d53f94a3ce56f7a71774243a8e0,17/05/2024 11:23:12,17/05/2024 12:37:43,17/05/2024 12:38:33,CATD,ESCANER,ACTA PREP
'210502B0100,'210502B01002,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0502,'01,B,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,614,634,-,-,-,-,17/05/2024 13:20:28,-,-,-,-,-
'210502C0100,'210502C01002,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0502,'01,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,614,634,-,-,-,-,17/05/2024 13:21:30,-,-,-,-,-
'210502C0200,'210502C02002,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0502,'02,C,'00,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,614,634,-,-,-,-,17/05/2024 13:22:30,-,-,-,-,-
'210503B0100,'210503B01002,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0503,'01,B,'00,2,2,sin_dato,659,sin_dato,sin_dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sin_dato,0,659,679, - ,1,F,cd7cc37b59485a495132b40a21ec6c89a2e0693707787526186a5ae75f7b8805,17/05/2024 10:32:08,17/05/2024 10:37:47,17/05/2024 11:14:16,CATD,ESCANER,ACTA PREP
